% File: interest_2-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'short-term', 'rates also', 'JJ', 'NNS RB', 'money paid for the use of money'
'refused discuss', 'rates regularly', 'VBD VB', 'NNS RB', 'money paid for the use of money'
'plus accrued', 'octX 25', 'CC VBN', 'NP AB', 'money paid for the use of money'
'rockwell', 'aerospace electronics', 'NP', 'NN NNS', 'a share in a company or business'
'protect', 'plaza commerce', 'VB', 'NP NP', 'a share in a company or business'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'three special', 'magazines travel-holiday', 'AB JJ', 'NNS NP', 'activity, etc. that one gives attention to'
'related special', 'magazines form', 'VBN JJ', 'NNS VBP', 'activity, etc. that one gives attention to'
'pursue business', '', 'VB NN', '', 'activity, etc. that one gives attention to'
'economy meet', 'payments', 'NN VB', 'NNS', 'money paid for the use of money'
'scott Xs', 'fast food', 'NP POS', 'JJ NN', 'a share in a company or business'
'1989 current', 'bonds due', 'AB JJ', 'NNS JJ', 'money paid for the use of money'
'', 'bonds treated', '', 'NNS VBN', 'money paid for the use of money'
'current', 'serial bonds', 'JJ', 'JJ NNS', 'money paid for the use of money'
'% current', 'term bonds', 'NN JJ', 'NN NNS', 'money paid for the use of money'
'stopped paying', 'person adds', 'VBN VBG', 'NN VBZ', 'money paid for the use of money'
'taxes minority', 'advanced 22', 'NNS NN', 'VBD AB', 'a share in a company or business'
'sharply higher', 'rates flagging', 'RB JJR', 'NNS JJ', 'money paid for the use of money'
'inflation raising', 'rates', 'NN VBG', 'NNS', 'money paid for the use of money'
'began nudging', 'rates mrX', 'VBD VBG', 'NNS NP', 'money paid for the use of money'
'taxes minority', 'profit attributable', 'NNS NN', 'NN JJ', 'a share in a company or business'
'bonds pay', 'rates', 'NNS VB', 'NNS', 'money paid for the use of money'
'Xs dearth', 'helping hanwa', 'VBZ NN', 'VBG NP', 'readiness to give attention'
'calmat Xs', 'include concrete', 'NP POS', 'VBP NN', 'a share in a company or business'
'67X7 %', 'harriet oil', 'AB NN', 'NP NN', 'a share in a company or business'
'corpX brewing', '', 'NP NN', '', 'a share in a company or business'
'X best', 'making trades', 'POS JJS', 'VBG NNS', 'advantage, advancement or favor'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'narrowly focused', 'find advantage', 'RB VBN', 'VBP NN', 'activity, etc. that one gives attention to'
'programs serve', '', 'NNS VBP', '', 'activity, etc. that one gives attention to'
'1X6 billion', 'payment due', 'AB AB', 'NN JJ', 'money paid for the use of money'
'ability make', 'payments', 'NN VB', 'NNS', 'money paid for the use of money'
'choose make', 'payment overdue', 'VB VB', 'NN JJ', 'money paid for the use of money'
'levels make', 'payments banks', 'NNS VB', 'NNS NNS', 'money paid for the use of money'
'cuts debt', 'payments present', 'NNS NN', 'NNS JJ', 'money paid for the use of money'
'diluted equity', 'mrX campeau', 'VBN NN', 'NP NP', 'a share in a company or business'
'loan make', 'payment due', 'NN VB', 'NN JJ', 'money paid for the use of money'
'thinking higher', 'rates banks', 'VBG JJR', 'NNS NNS', 'money paid for the use of money'
'without best', 'heart always', 'IN JJS', 'NN RB', 'advantage, advancement or favor'
'flow dividends', 'new savings', 'NN NNS', 'JJ NNS', 'money paid for the use of money'
'recession drives', 'rates also', 'NN VBZ', 'NNS RB', 'money paid for the use of money'
'Xs freeing', 'rates 1979', 'POS NN', 'NNS AB', 'money paid for the use of money'
'4X6 million', 'principal payment', 'AB AB', 'JJ NN', 'money paid for the use of money'
'failed pay', 'due septX', 'VBN VB', 'JJ NP', 'money paid for the use of money'
'30 days', 'payment missed', 'AB NNS', 'NN VBN', 'money paid for the use of money'
'7 million', 'income proceeds', 'AB AB', 'NN NNS', 'money paid for the use of money'
'mclennan expressed', 'cleveland consulting', 'NP VBN', 'NP NP', 'readiness to give attention'
'attracting less', 'smaller companies', 'VBG JJR', 'JJR NNS', 'readiness to give attention'
'fair amount', '', 'JJ NN', '', 'readiness to give attention'
'current', 'serial bonds', 'JJ', 'NN NNS', 'money paid for the use of money'
'bonds current', 'bonds due', 'NNS JJ', 'NNS JJ', 'money paid for the use of money'
'current', 'bonds priced', 'JJ', 'NNS VBN', 'money paid for the use of money'
'1989 current', 'bonds due', 'AB JJ', 'NNS JJ', 'money paid for the use of money'
'acquire businesses', 'oil gas', 'VB NNS', 'NN NN', 'a share in a company or business'
'agreed buy', 'effective septX', 'VBD VB', 'JJ NP', 'a share in a company or business'
'concern uXsX', 'turned court-appointed', 'NN NP', 'VBD JJ', 'a share in a company or business'
'lieu cash', 'payments first', 'NN NN', 'NNS JJ', 'money paid for the use of money'
'debt outstanding', 'rates ranging', 'NN JJ', 'NNS VBG', 'money paid for the use of money'
'market domestic', 'rates remained', 'NN JJ', 'NNS VBD', 'money paid for the use of money'
'attracted investor', 'strong earnings', 'VBD NN', 'JJ NNS', 'readiness to give attention'
'received buying', 'earnings prospects', 'VBD NN', 'NNS NNS', 'readiness to give attention'
'increase german', 'rates nXt', 'NN JJ', 'NNS RB', 'money paid for the use of money'
'chances renewed', 'rate reductions', 'NNS VBN', 'NN NNS', 'money paid for the use of money'
'lower', 'rates generally', 'JJR', 'NNS RB', 'money paid for the use of money'
'uXsX', 'rates decline', 'NP', 'NNS NN', 'money paid for the use of money'
'likely raise', 'rates near', 'JJ VB', 'NNS JJ', 'money paid for the use of money'
'time serve', '', 'NN VBP', '', 'advantage, advancement or favor'
'deal keen', 'aviation community', 'NN JJ', 'NN NN', 'quality of causing attention to be given to'
'jeopardize public', 'especially area', 'VB JJ', 'RB NN', 'advantage, advancement or favor'
'combined voting', '20 %', 'VBN NN', 'AB NN', 'a share in a company or business'
'average', 'rate fell', 'JJ', 'NN VBD', 'money paid for the use of money'
'studies great', 'admiration says', 'NNS JJ', 'NN VBZ', 'readiness to give attention'
'resources property', 'tatters', 'NNS NN', 'NNS', 'a share in a company or business'
'committed keeping', 'rates high', 'VBD VBG', 'NNS JJ', 'money paid for the use of money'
'raised domestic', 'rates slow', 'VBD JJ', 'NNS JJ', 'money paid for the use of money'
'domestic', 'rates likely', 'JJ', 'NNS JJ', 'money paid for the use of money'
'used reduce', 'bill', 'VBN VB', 'NN', 'money paid for the use of money'
'says high', 'rates changed', 'VBZ JJ', 'NNS VBD', 'money paid for the use of money'
'continued success', 'broadening distribution', 'JJ NN', 'VBG NN', 'readiness to give attention'
'resigned pursue', '', 'VBN VB', '', 'activity, etc. that one gives attention to'
'bentsen Xs', 'encouraging long-range', 'NP POS', 'VBG JJ', 'readiness to give attention'
'short-term', 'rates rose', 'JJ', 'NNS VBD', 'money paid for the use of money'
'japan boost', 'rates defend', 'NP VB', 'NNS VB', 'money paid for the use of money'
'observed open', 'number contracts', 'VBD JJ', 'NN NNS', 'a share in a company or business'
'nXt lower', 'rates anytime', 'RB VB', 'NNS RB', 'money paid for the use of money'
'admirers deflects', 'major institutional', 'NNS VBZ', 'JJ JJ', 'readiness to give attention'
'retail property', 'uXs', 'NN NN', 'NP', 'a share in a company or business'
'51X7 %', 'century city', 'AB NN', 'NP NP', 'a share in a company or business'
'effective', 'richfield filtering', 'JJ', 'NP VBG', 'a share in a company or business'
'sold book-publishing', 'including harper', 'VBD NN', 'VBG NP', 'a share in a company or business'
'annualized', 'rates certain', 'JJ', 'NNS JJ', 'money paid for the use of money'
'company pursue', '', 'NN VB', '', 'activity, etc. that one gives attention to'
'service principal', 'obligations falling', 'NN NN', 'NNS VBG', 'money paid for the use of money'
'outstanding minority', 'two principal', 'JJ NN', 'AB JJ', 'a share in a company or business'
'Xs long-range', '', 'POS JJ', '', 'advantage, advancement or favor'
'ownership less', 'liquidity', 'NN JJR', 'NN', 'readiness to give attention'
'grant reduce', 'charges business', 'NN VB', 'NNS NN', 'money paid for the use of money'
'bad western', 'mrX bush', 'JJ JJ', 'NP NP', 'advantage, advancement or favor'
'', 'pars nXt', '', 'NP RB', 'a share in a company or business'
'public new-found', 'capital closeted', 'JJ JJ', 'NN VBD', 'readiness to give attention'
'article great', '', 'NN JJ', '', 'readiness to give attention'
'', 'rate margins', '', 'NN NNS', 'money paid for the use of money'
'reasonable amount', '', 'JJ NN', '', 'money paid for the use of money'
'years XXX', '- selected', 'NNS NN', '? VBN', 'money paid for the use of money'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'insurance executive', 'Xs promise', 'NN NN', 'VBZ NN', 'a share in a company or business'
'fixed floating', 'rates original', 'JJ JJ', 'NNS JJ', 'money paid for the use of money'
'60 %', 'cit group', 'AB NN', 'NP NP', 'a share in a company or business'
'received indications', 'third parties', 'VBN NNS', 'JJ NNS', 'readiness to give attention'
'beginning buying', 'better quality', 'VBG NN', 'JJR NN', 'readiness to give attention'
'apple pursue', '', 'NP VB', '', 'activity, etc. that one gives attention to'
'year Xs', 'bill', 'NN POS', 'NN', 'money paid for the use of money'
'paying high', '', 'VBG JJ', '', 'money paid for the use of money'
'company Xs', 'charges', 'NN POS', 'NNS', 'money paid for the use of money'
'Xs equity', 'purchase reduced', 'POS NN', 'NN VBN', 'a share in a company or business'
'pretax earnings', 'depreciation $', 'JJ NNS', 'NN NN', 'money paid for the use of money'
'increased buying', 'sugar world', 'VBN JJ', 'NN NN', 'readiness to give attention'
'noted chance', 'rate increases', 'VBD NN', 'NN NNS', 'money paid for the use of money'
'likely raise', 'rates following', 'JJ VB', 'NNS VBG', 'money paid for the use of money'
'cumulative bear', 'one percentage', 'JJ VBP', 'AB NN', 'money paid for the use of money'
'units make', 'payment last', 'NNS VB', 'NN JJ', 'money paid for the use of money'
'5 %', 'later', 'AB NN', 'RB', 'a share in a company or business'
'2 million', 'costs next', 'AB AB', 'NNS JJ', 'money paid for the use of money'
'accrued unpaid', 'octX 15', 'VBN JJ', 'NP AB', 'money paid for the use of money'
'accrued semiannual', 'due octX', 'VBN JJ', 'JJ NP', 'money paid for the use of money'
'25X1 %', 'matuschka Xs', 'AB NN', 'NP POS', 'a share in a company or business'
'physicians X', '', 'NNS POS', '', 'activity, etc. that one gives attention to'
'year generate', 'anticipated', 'NN VB', 'VBN', 'readiness to give attention'
'outdoorsman keen', 'environmental issues', 'NN JJ', 'JJ NNS', 'readiness to give attention'
'iowa thrift', 'real estate', 'NP NN', 'JJ NN', 'readiness to give attention'
'failed make', 'payments june', 'VBD VB', 'NNS NP', 'money paid for the use of money'
'assets lost', '', 'NNS VBD', '', 'readiness to give attention'
'began nudging', 'rates higher', 'VBD VBG', 'NNS RBR', 'money paid for the use of money'
'allowing short-term', 'rates climb', 'VBG JJ', 'NNS VB', 'money paid for the use of money'
'limited partnership', 'via goldman', 'NP NP', 'IN NP', 'a share in a company or business'
'sold equity', 'project american', 'VBD NN', 'NN NP', 'a share in a company or business'
'lack investor', '', 'NN NN', '', 'readiness to give attention'
'extensive business', 'china turned', 'JJ NN', 'NP VBD', 'a share in a company or business'
'government expressed', 'keeping company', 'NN VBN', 'VBG NN', 'readiness to give attention'
'ge also', 'broadcasting lighting', 'NP RB', 'NN NN', 'a share in a company or business'
'unit missed', 'payment due', 'NN VBD', 'NN JJ', 'money paid for the use of money'
'said paid', '10 14', 'VBD VBD', 'AB AB', 'money paid for the use of money'
'said aggregate', 'due friday', 'VBD JJ', 'JJ NP', 'money paid for the use of money'
'likely alter', 'rates ecu-denominated', 'JJ VB', 'NNS JJ', 'money paid for the use of money'
'logical ecu', 'rates higher', 'JJ NP', 'NNS JJR', 'money paid for the use of money'
'short long-term', 'rates since', 'JJ JJ', 'NNS IN', 'money paid for the use of money'
'ecu market', 'rate incorporation', 'NP NN', 'NN NN', 'money paid for the use of money'
'stable fluctuations', 'rates ecu-denominated', 'JJ NNS', 'NNS JJ', 'money paid for the use of money'
'cover human', 'stories like', 'VB JJ', 'NNS IN', 'activity, etc. that one gives attention to'
'amount', 'saved buy-back', 'NN', 'VBN NN', 'money paid for the use of money'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'18X5 %', 'fii fyffes', 'AB NN', 'NP NP', 'a share in a company or business'
'companies expressed', 'including walt', 'NNS VBD', 'VBG NP', 'readiness to give attention'
'enough satisfy', 'investors troubled', 'RB VB', 'NNS VBN', 'advantage, advancement or favor'
'increases held', 'utility Xs', 'NNS VBN', 'NN POS', 'advantage, advancement or favor'
'able make', 'payments huge', 'JJ VB', 'NNS JJ', 'money paid for the use of money'
'flow divided', 'payments -', 'NN VBN', 'NNS ?', 'money paid for the use of money'
'environmental groups', 'obtaining winning', 'JJ NNS', 'VBG VBG', 'readiness to give attention'
'carrying lower', 'burden', 'VBG JJR', 'NN', 'money paid for the use of money'
'defaulting heavy', 'payments', 'VBG JJ', 'NNS', 'money paid for the use of money'
'held burdensome', 'payments called', 'VBN JJ', 'NNS VBN', 'money paid for the use of money'
'failed meet', 'payments $', 'VBD VB', 'NNS NN', 'money paid for the use of money'
'big drop', 'rates signs', 'JJ NN', 'NNS NNS', 'money paid for the use of money'
'700 million', 'payments year', 'AB AB', 'NNS NN', 'money paid for the use of money'
'annually pay', 'bill', 'RB VB', 'NN', 'money paid for the use of money'
'50 %', 'earn ual', 'AB NN', 'VBP NP', 'money paid for the use of money'
'customers X', 'says', 'NNS POS', 'VBZ', 'advantage, advancement or favor'
'plans boost', 'newsprint production', 'NNS VB', 'NN NN', 'a share in a company or business'
'questions seriousness', 'making acquisitions', 'NNS NN', 'VBG NNS', 'readiness to give attention'
'inflation lower', 'rates', 'NN JJR', 'NNS', 'money paid for the use of money'
'relatively high', 'rates slowing', 'RB JJ', 'NNS VBG', 'money paid for the use of money'
'modest inflation', 'rates economy', 'JJ NN', 'NNS NN', 'money paid for the use of money'
'share expressed', 'buying part', 'NN VBN', 'VBG NN', 'readiness to give attention'
'market reducing', 'many takeover', 'NN VBG', 'JJ NN', 'readiness to give attention'
'medicine spurred', 'stock according', 'NP VBN', 'NN VBG', 'readiness to give attention'
'india variable', 'rate currently', 'NP JJ', 'NN RB', 'money paid for the use of money'
'70 %', 'milford refinery', 'AB NN', 'NP NN', 'a share in a company or business'
'service stations', 'oil pipeline', 'NN NNS', 'NN NN', 'a share in a company or business'
'time increased', 'family business', 'NN VBN', 'NN NN', 'readiness to give attention'
'made annual', 'payment due', 'VBD JJ', 'NN JJ', 'money paid for the use of money'
'particular reason', 'paid last', 'JJ NN', 'VBN JJ', 'money paid for the use of money'
'twoX. marks', 'rate differentials', '? NNS', 'NN NNS', 'money paid for the use of money'
'', 'rates aside', '', 'NNS RB', 'money paid for the use of money'
'parties expressed', 'acquiring part', 'NNS VBN', 'VBG NN', 'readiness to give attention'
'recent expressions', 'preliminary said', 'JJ NNS', 'JJ VBD', 'readiness to give attention'
'possible takeover', 'company', 'JJ NN', 'NN', 'readiness to give attention'
'sell health-care', 'part reorganization', 'VB JJ', 'NN NN', 'a share in a company or business'
'75 %', 'fine homes', 'AB NN', 'NP NP', 'a share in a company or business'
