% File: interest_whole-phrase.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'1985 little year leaving agency mrX wilson received 15 %', '- valued $ 750,000 - hud-backed florida apartment project mrX briscoe general partner', 'AB RB NN VBG NN NP NP VBD AB NN', '? VBN NN AB ? JJ NP NN NN NP NP JJ NN', 'a share in a company or business'
'private meeting mrX wilson arranged dinner hud secretary painewebber chairman two men discussed general pleasantries sad state homeless according official firm painewebber Xs', 'business hud', 'JJ NN NP NP VBD NN NP NN NP NN AB NNS VBD JJ NNS JJ NN JJ VBG NN NN NP POS', 'NN NP', 'readiness to give attention'
'hud officials nevertheless acknowledge concerned possible conflict', 'painewebber representing seller buyer various agency assets', 'NP NNS RB VBP VBN JJ NN', 'NP VBG NN NN JJ NN NNS', 'advantage, advancement or favor'
'officials put aside concerns reviewing legal opinion asserting conflict', 'arise', 'NNS VBD RB NNS VBG JJ NN VBG NN', 'VB', 'advantage, advancement or favor'
'congress passed law specifically permitting ginnie mae', 'preserving low-income housing sell assets state agency negotiated sale - without seeking competitive bids', 'NP VBD NN RB VBG NP NP', 'VBG JJ NN VB NNS NN NN VBN NN ? IN VBG JJ NNS', 'advantage, advancement or favor'
'federal pay', 'money borrowed connection acquisition waded process obtaining regulatory approvals acquisition', 'NP VB', 'NN VBN NN NN VBD NN VBG JJ NNS NN', 'money paid for the use of money'
'dollar finished moderately stronger barely reacting decision leave german', 'rates unchanged news second-quarter uXsX gross national product lower earlier estimates', 'NN VBD RB JJR RB VBG NN VB JJ', 'NNS JJ NN JJ NP JJ JJ NN JJR JJR NNS', 'money paid for the use of money'
'although market expected bundesbank raise german', 'rates g-7 gathering market nonetheless wary possibility', 'IN NN VBN NP VB JJ', 'NNS NP NN NN RB JJ NN', 'money paid for the use of money'
'reported new york-based lin agreed earlier month merge domestic cellular telephone', 'bellsouth move aimed thwarting mccaw Xs bid', 'VBN NP JJ NP VBD RBR NN VB JJ JJ NN', 'NP NN VBN VBG NP POS NN', 'a share in a company or business'
'foreign bonds west german government bonds ended weaker even though policy-making unit deutsche bundesbank left important', 'rates unchanged', 'NP NPS JJ JJ NN NNS VBD JJR RB IN JJ NN NP NP VBD JJ', 'NNS JJ', 'money paid for the use of money'
'market Xs weakness reflects growing sentiment central bank eventually push', 'rates higher', 'NN POS NN VBZ VBG NN JJ NN RB VB', 'NNS JJR', 'money paid for the use of money'
'anchor said talking third parties said based', 'indicated parties company Xs sale best method improving value anchor shareholders', 'NP VBN VBG JJ NNS VBD VBN', 'VBN NNS NN POS NN JJS NN VBG NN NP NNS', 'readiness to give attention'
'present level assets yields $ 400 million week comes', 'credited funds individual accounts said jacob dreyer vice president chief economist washington dXcX-based trade group', 'JJ NN NNS NNS NN AB AB NN VBZ', 'VBN NNS JJ NNS VBD NP NP NN NN NN NN NP JJ NN NN', 'money paid for the use of money'
'capitol records said david berman resigned president effective today pursue', '', 'NP NPS VBD NP NP VBD NN JJ NN VB', '', 'activity, etc. that one gives attention to'
'westinghouse', 'electrical products defense electronics financial services broadcasting', 'NP', 'JJ NNS NN NNS JJ NNS NN', 'a share in a company or business'
'though transaction 30 days become totally effective wanted know development feel Xs best', 'aANDm Xs future company Xs co-chairman chairman herb alpert jerry moss said note aANDm staff later disclosed media', 'IN NN AB NNS VB RB JJ VBD VB NN VBP VBZ JJS', 'NP POS NN NN POS NN NN NP NP NP NP VBD NN NP NN RB VBN NNS', 'advantage, advancement or favor'
'thursday september 21 1989 key uXsX foreign annual', 'rates guide general levels nXt always represent actual transactions', 'NP NP AB AB JJ NP JJ JJ', 'NNS NN JJ NNS RB RB VB JJ NNS', 'money paid for the use of money'
'namely seaman furniture furniture retailer acquired kohlberg kravis roberts missed', 'payments bonds gX heileman wisconsin brewer bought now-troubled australia-based bond corpX phillips beverage coX minneapolis liquor distributor acquired management', 'RB NP NP NN NN VBN NP NP NP VBN', 'NNS NNS NP NP NP NN VBN JJ JJ NP NP NP NP NP NP NN NN VBN NN', 'money paid for the use of money'
'fees larger', 'rates 1 12 percentage points higher corporate loans according wells fargo', 'NNS JJR', 'NNS AB AB NN NNS JJR JJ NNS VBG NP NP', 'money paid for the use of money'
'unnerving first bank - series mishaps energy real estate agriculture loans disastrous wrong-way', 'rates believed taking conservative stance', 'VBG NP NP ? NN NNS NN JJ NN NN NNS JJ JJ', 'NNS VBD VBG JJ NN', 'money paid for the use of money'
'big cyclical company amr parent american airlines raise money stock market reduce debt cut', 'expense slash fares undercut debt-laden competitors', 'JJ JJ NN NP NN NP NPS VB NN NN NN VB NN VB', 'NN VB NNS VB JJ NNS', 'money paid for the use of money'
'big board short', 'fell 1X3 % month ended septX 15', 'NP NP JJ', 'VBD AB NN NN VBD NP AB', 'a share in a company or business'
'hanson', 'chemicals restaurants foods building products cookware lighting products', 'NP', 'NNS NNS NNS VBG NNS NN NN NNS', 'a share in a company or business'
'jones publishes wall street journal investor telerate electronic financial information transaction services company since 1985 purchased 32 %', '', 'NP VBZ NP NP NP NN NP JJ JJ NN NN NNS NN IN AB VBD AB NN', '', 'a share in a company or business'
'mrX jacquette 52 years old succeeds steven tX darak resigned president chief operating officer wednesday pursue', '', 'NP NP AB NNS JJ VBZ NP NP NP VBD NN NN VBG NN NP VB', '', 'activity, etc. that one gives attention to'
'common', 'common ownership supersede parochial concerns predicts', 'JJ', 'JJ NN VB JJ NNS VBZ', 'advantage, advancement or favor'
'went asking Xwhy no-good-bums cut loose X Xwho going lend money', 'rates', 'VBD VBG WRB NNS VB RB XX WP VBG VB NN', 'NNS', 'money paid for the use of money'
'raytheon used 1939 british design make radar equipment detect enemy planes world war ii purchased one-third', 'new japan radio 1961 made tube designs available japanese concern', 'NP VBD AB JJ NN VB NN NN VB NN NNS NP NP NP VBN JJ', 'NP NP NP AB VBN NN NNS JJ JJ NN', 'a share in a company or business'
'marriott also', 'restaurants contract-food services already used franchising technique successfully expand marriott hotels AND resorts residence inn chains', 'NP RB', 'NNS NN NNS RB VBN NN NN RB VB NP NPS CC NPS NP NP NNS', 'a share in a company or business'
'histadrut owns koor industries ltdX state Xs largest industrial conglomerate whose', 'steel electronics chemicals consumer products yielded 1988 sales $ 2X34 billion', 'NP VBZ NP NPS NP NN POS JJS JJ NN WP', 'NN NN NNS NN NNS VBD AB NNS NN AB AB', 'a share in a company or business'
'acquisition expected generate wide', 'much publicity recent years drugs touted hair-growing wrinkle-fighting treatments', 'NN VBN VB JJ', 'JJ NN JJ NNS NNS VBN JJ JJ NNS', 'readiness to give attention'
'princeton nXjX spokeswoman squibb declined release details drugs X studies said sufficient data support', 'opportunity', 'NP NP NN NP VBD VB NNS NNS POS NNS VBD JJ NN VB', 'NN', 'readiness to give attention'
'whatever balance struck consumers X', 'getting old drugs cheaply *interest seeing new drugs invented struck patent policy rather forcing generic makers jump needless paper-work hoops', 'WDT NN VBN NNS POS', 'VBG JJ NNS RB NN VBG JJ NNS VBN VBN NN NN RB VBG JJ NNS VB JJ NN NNS', 'advantage, advancement or favor'
'whatever balance struck consumers X *interest getting old drugs cheaply', 'seeing new drugs invented struck patent policy rather forcing generic makers jump needless paper-work hoops', 'WDT NN VBN NNS POS NN VBG JJ NNS RB', 'VBG JJ NNS VBN VBN NN NN RB VBG JJ NNS VB JJ NN NNS', 'advantage, advancement or favor'
'san miguel said report stockholders higher wages production costs', 'rates threaten growth prospects second half', 'NP NP VBD NN NNS JJR NNS NN NNS', 'NNS VBP NN NNS JJ NN', 'money paid for the use of money'
'goldstar industrial member company lucky-goldstar company', 'electronics chemistry energy network 34 companies 110,000 employees 37 countries world-wide', 'NP NP NN NN NP NN', 'NN NN NN NN AB NNS AB NNS AB NNS JJ', 'a share in a company or business'
'two companies morgan stanley incX credit suisse first boston ltdX part consortium conceived project later sold', 'olympia AND york', 'AB NNS NP NP NP NP NP NP NP NP NN NN VBD NN RB VBD', 'NP CC NP', 'a share in a company or business'
'additionally movements exchange rates also caused divergent', 'rates', 'RB NNS NN NNS RB VBN JJ', 'NNS', 'money paid for the use of money'
'suppose initial point equality', 'rate british bonds rises uXsX bonds remains unchanged', 'VB JJ NN NN', 'NN JJ NNS VBZ NP NNS VBZ JJ', 'money paid for the use of money'
'faster monetary growth faster economic growth lower nominal', 'rates dollar fall', 'JJR JJ NN JJR JJ NN JJR JJ', 'NNS NN VB', 'money paid for the use of money'
'yesterday vw volvo spokesmen denied speculation possible', 'jaguar', 'NN NP NP NNS VBD NN JJ', 'NP', 'readiness to give attention'
'american home involved anti-generic drug campaigns years surprised industry executives acquired controlling', 'quantum 1986', 'NP NP VBN JJ NN NNS NNS VBD NN NNS VBD VBG', 'NP AB', 'a share in a company or business'
'new york-based american home', 'prescription over-the-counter drugs medical supplies food household products', 'NP JJ NP NP', 'NN JJ NNS JJ NNS NN NN NNS', 'a share in a company or business'
'drX seife testified began diverting quantum Xs drug applications away mrX chang 1986 avoid appearance conflict', 'favoritism', 'NP NP VBD VBD VBG NP POS NN NNS RB NP NP AB VB NN NN', 'NN', 'advantage, advancement or favor'
'compromise letters arriving russia opened anyone contain news general', 'home', 'NN NNS VBG NP VBN NN VB NN JJ', 'NN', 'quality of causing attention to be given to'
'government finally reined inflation sending', 'rates soaring kibbutzim suddenly found shockingly over-committed', 'NN RB VBD NN VBG', 'NNS VBG NNS RB VBD RB JJ', 'money paid for the use of money'
'kibbutzim generally able renegotiate loans lower', 'rates', 'NNS RB JJ VB NNS JJR', 'NNS', 'money paid for the use of money'
'negotiations long-term financing involving mrX rodale Xs acquisition minority', 'store progress robert contant saint mark Xs partner added', 'NNS JJ NN VBG NP NP POS NN NN', 'NN NN NP NP NP NP POS NN VBD', 'a share in a company or business'
'also wanted cap', 'deductions lbo borrowing', 'RB VBD VB', 'NNS NP NN', 'money paid for the use of money'
'corporate raider taxes provision limits refunds prior-year taxes companies show losses high lbo', 'costs', 'JJ NN NNS NN VBZ NNS JJ NNS NNS VBP NNS JJ NP', 'NNS', 'money paid for the use of money'
'lpl + etr louisiana power AND light coX unit entergy corpX said redeem entirety octX 27 five series first mortgage bonds 100 % principal plus', '', 'NP NN NP NP NP CC NP NP NN NP NP VBD VB NN NP AB AB NN JJ NN NNS AB NN NN CC', '', 'money paid for the use of money'
'sale equity', 'result significant charge amount nXt determined added', 'NP NN', 'VB JJ NN NN RB VBN VBD', 'a share in a company or business'
'currency traders said besides wariness central bank action dollar also fear west germany boost', 'rates today', 'NN NNS VBD IN NN JJ NN NN NN RB NN NP NP VB', 'NNS NN', 'money paid for the use of money'
'although likelihood increase nXt great traders nXt want holding dollars bundesbank decide today inflationary threats justify', 'rate increase', 'IN NN NN RB JJ NNS RB VB VBG NNS NP VB NN JJ NNS VBP', 'NN NN', 'money paid for the use of money'
'battle section 89 really battle whether congress forced represent people instead peculiar', '', 'NN NP AB RB NN IN NP VBN VB NNS RB JJ', '', 'advantage, advancement or favor'
'bridge loans pay', 'rates much four percentage points prime rate much five percentage points investment bank Xs cost borrowing', 'NN NNS VBP', 'NNS JJ AB NN NNS JJ NN JJ AB NN NNS NN NN POS NN NN', 'money paid for the use of money'
'ohio mattress price 14 times company Xs earnings', 'taxes 11 times earnings *interest taxes depreciation', 'NP NP NN AB NNS NN POS NNS', 'NNS AB NNS NNS NN NNS NN', 'money paid for the use of money'
'indicates company difficulty making', 'payments unless rapid growth continues', 'VBZ NN NN VBG', 'NNS IN JJ NN VBZ', 'money paid for the use of money'
'lbos typical prices seven 10 times company Xs earnings', 'taxes', 'NPS JJ NNS AB AB NNS NN POS NNS', 'NNS', 'money paid for the use of money'
'', 'rates often escalate every six months loan remains outstanding long wall street lender end collateral big equity stake company salomon brothers tvx broadcast group television station owner', '', 'NNS RB VBP DT AB NNS NN VBZ JJ JJ NP NP NN VB NN JJ NN NN NN NP NPS NP NP NP NN NN NN', 'money paid for the use of money'
'salomon sunk total $ 345 million bridge loans tvx broadcasting ended owning 79 % equity recently agreed sell', 'paramount communications incX $ 110 million cash assumption $ 30 million debt', 'NP VBN NN NN AB AB NN NNS NP NP VBD VBG AB NN NN RB VBD VB', 'NP NPS NP NN AB AB NN NN NN AB AB NN', 'a share in a company or business'
'texas air Xs chairman frank lorenzo disclosed last month company considering selling', 'continental airlines main operating unit', 'NP NP POS NN NP NP VBD JJ NN NN VBG VBG', 'NP NPS JJ VBG NN', 'a share in a company or business'
'alaska airlines group german carrier lufthansa southwest airlines expressed', 'buying share sabre', 'NP NPS NP JJ NN NP NP NPS VBD', 'VBG NN NP', 'readiness to give attention'
'uXsX security officials expect colombian drug cartels launch terrorist attacks americans american', 'scare uXsX away anti-cartel stand', 'NP NN NNS VBP JJ NN NNS VB JJ NNS NPS JJ', 'VB NP RB JJ NN', 'a share in a company or business'
'officials said nXt know way protect uXsX', 'countries bolivia peru colombia cartels X power immense', 'NNS VBD RB VB NN VB NP', 'NNS NP NP NP NNS POS NN JJ', 'a share in a company or business'
'junk-bond funds continue rake enormous', 'payments', 'JJ NNS VBP VB JJ', 'NNS', 'money paid for the use of money'
'investors racked measly 5X7 % total return price changes plus', 'payments merrill lynch junk-bond index year date', 'NNS VBN JJ AB NN NN NN NN NNS CC', 'NNS NP NP JJ NN NN NN', 'money paid for the use of money'
'buy-back par plus accrued', 'occur within 12 months planned restructuring campeau subsidiaries completed', 'NN NN CC VBN', 'VB IN AB NNS VBN NN NP NNS VBN', 'money paid for the use of money'
'uncertainty regarding direction currencies domestic', 'rates discouraged buying *interest traders said', 'NN VBG NN NNS JJ', 'NNS VBD NN NN NNS VBD', 'money paid for the use of money'
