% File: interest_4-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'sending inflation reined finally', 'rates soaring kibbutzim suddenly', 'VBG NN VBD RB', 'NNS VBG NNS RB', 'money paid for the use of money'
'lower loans renegotiate able', 'rates', 'JJR NNS VB JJ', 'NNS', 'money paid for the use of money'
'minority acquisition Xs rodale', 'store progress robert contant', 'NN NN POS NP', 'NN NN NP NP', 'a share in a company or business'
'cap wanted also', 'deductions lbo borrowing', 'VB VBD RB', 'NNS NP NN', 'money paid for the use of money'
'lbo high losses show', 'costs', 'NP JJ NNS VBP', 'NNS', 'money paid for the use of money'
'plus principal % 100', '', 'CC NN NN AB', '', 'money paid for the use of money'
'equity sale', 'result significant charge amount', 'NN NP', 'VB JJ NN NN', 'a share in a company or business'
'boost germany west fear', 'rates today', 'VB NP NP NN', 'NNS NN', 'money paid for the use of money'
'justify threats inflationary today', 'rate increase', 'VBP NNS JJ NN', 'NN NN', 'money paid for the use of money'
'peculiar instead people represent', '', 'JJ RB NNS VB', '', 'advantage, advancement or favor'
'pay loans bridge', 'rates much four percentage', 'VBP NNS NN', 'NNS JJ AB NN', 'money paid for the use of money'
'earnings Xs company times', 'taxes 11 times earnings', 'NNS POS NN NNS', 'NNS AB NNS NNS', 'money paid for the use of money'
'making difficulty company indicates', 'payments unless rapid growth', 'VBG NN NN VBZ', 'NNS IN JJ NN', 'money paid for the use of money'
'earnings Xs company times', 'taxes', 'NNS POS NN NNS', 'NNS', 'money paid for the use of money'
'', 'rates often escalate every', '', 'NNS RB VBP DT', 'money paid for the use of money'
'sell agreed recently equity', 'paramount communications incX $', 'VB VBD RB NN', 'NP NPS NP NN', 'a share in a company or business'
'selling considering company month', 'continental airlines main operating', 'VBG VBG NN NN', 'NP NPS JJ VBG', 'a share in a company or business'
'expressed airlines southwest lufthansa', 'buying share sabre', 'VBD NPS NP NP', 'VBG NN NP', 'readiness to give attention'
'american americans attacks terrorist', 'scare uXsX away anti-cartel', 'JJ NPS NNS JJ', 'VB NP RB JJ', 'a share in a company or business'
'uXsX protect way know', 'countries bolivia peru colombia', 'NP VB NN VB', 'NNS NP NP NP', 'a share in a company or business'
'enormous rake continue funds', 'payments', 'JJ VB VBP NNS', 'NNS', 'money paid for the use of money'
'plus changes price return', 'payments merrill lynch junk-bond', 'CC NNS NN NN', 'NNS NP NP JJ', 'money paid for the use of money'
'accrued plus par buy-back', 'occur within 12 months', 'VBN CC NN NN', 'VB IN AB NNS', 'money paid for the use of money'
'domestic currencies direction regarding', 'rates discouraged buying *interest', 'JJ NNS NN VBG', 'NNS VBD NN NN', 'money paid for the use of money'
'buying discouraged rates *interest', 'traders said', 'NN VBD NNS NN', 'NNS VBD', 'readiness to give attention'
'higher expectations growing amid', 'rates traders said', 'JJR NNS VBG IN', 'NNS NNS VBD', 'money paid for the use of money'
'attracted also banks local', 'speculation mergers acquisitions', 'VBN RB NNS JJ', 'NN NNS NNS', 'readiness to give attention'
'institutional active absence continued', '', 'JJ JJ NN VBN', '', 'readiness to give attention'
'Xs maker auto though', 'uXkX concern nXt viewed', 'POS NN NN IN', 'NP NN RB VBN', 'readiness to give attention'
'possibility concerns inflamed rumors', 'rate increase germany weekend', 'NN NNS VBD NNS', 'NN NN NP NN', 'money paid for the use of money'
'raise council bank central', 'rates traders said participants', 'VB NN NN JJ', 'NNS NNS VBD NNS', 'money paid for the use of money'
'japanese massive rumors rife', '$ 140 million asset', 'JJ JJ NNS JJ', 'NN AB AB NN', 'readiness to give attention'
'major said firms securities', 'coming individual japanese investors', 'JJ VBD NNS NNS', 'VBG JJ JJ NNS', 'readiness to give attention'
'said conlon mrX nonetheless', 'spain fund widespread coming', 'VBD NP NP RB', 'NP NP JJ VBG', 'readiness to give attention'
'dips recent catch weeks', 'rates', 'NNS JJ VBP NNS', 'NNS', 'money paid for the use of money'
'short-term pulled since move', 'rates bit late july', 'JJ VBD IN NN', 'NNS NN JJ NP', 'money paid for the use of money'
'uXsX lower', 'rates help restrain dollar', 'NP JJR', 'NNS VB VB NN', 'money paid for the use of money'
'sole society prevalent lifestyles', 'promotion travel social commentary', 'JJ NN JJ NNS', 'NN NN JJ NN', 'activity, etc. that one gives attention to'
'expressed europe japan uXsX', 'plan', 'VBN NP NP NP', 'NN', 'readiness to give attention'
'meet economically grow loans', 'payments debt', 'VB RB VB NNS', 'NNS NN', 'money paid for the use of money'
'% 6X25 amount loan', 'rate', 'NN AB NN NN', 'NN', 'money paid for the use of money'
'plus million 32 $', 'dividends', 'CC AB AB NN', 'NNS', 'money paid for the use of money'
'industrial mining ltdX africa', 'uXkX north south america', 'JJ NN NP NP', 'NP NP NP NP', 'a share in a company or business'
'easing another warrant economy', 'rates fed', 'NN DT VB NN', 'NNS NP', 'money paid for the use of money'
'short-term', 'rates also rose', 'JJ', 'NNS RB VBD', 'money paid for the use of money'
'discuss refused sumita satoshi', 'rates regularly scheduled news', 'VB VBD NP NP', 'NNS RB VBN NN', 'money paid for the use of money'
'accrued plus note amount', 'octX 25', 'VBN CC NN NN', 'NP AB', 'money paid for the use of money'
'rockwell', 'aerospace electronics automotive graphics', 'NP', 'NN NNS JJ NNS', 'a share in a company or business'
'protect', 'plaza commerce comerica obtained', 'VB', 'NP NP NP VBN', 'a share in a company or business'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'special three acquired association', 'magazines travel-holiday family handyman', 'JJ AB VBN NP', 'NNS NP NP NP', 'activity, etc. that one gives attention to'
'special related health american', 'magazines form american health', 'JJ VBN NP NP', 'NNS VBP NP NP', 'activity, etc. that one gives attention to'
'business pursue firm leaving', '', 'NN VB NN VBG', '', 'activity, etc. that one gives attention to'
'meet economy bolster loans', 'payments', 'VB NN VB NNS', 'NNS', 'money paid for the use of money'
'Xs scott', 'fast food photography transportation', 'POS NP', 'JJ NN NN NN', 'a share in a company or business'
'current 1989 series bonds', 'bonds due 1994-2001 2009', 'JJ AB NN NNS', 'NNS JJ AB AB', 'money paid for the use of money'
'', 'bonds treated preference item', '', 'NNS VBN NN NN', 'money paid for the use of money'
'current', 'serial bonds reoffered par', 'JJ', 'JJ NNS VBN NN', 'money paid for the use of money'
'current % 14 7', 'term bonds priced 96X965', 'JJ NN AB AB', 'NN NNS VBN AB', 'money paid for the use of money'
'paying stopped bonds million', 'person adds 1989 $', 'VBG VBN NNS AB', 'NN VBZ AB NN', 'money paid for the use of money'
'minority taxes profit', 'advanced 22 % #', 'NN NNS NN', 'VBD AB NN NN', 'a share in a company or business'
'higher sharply faced', 'rates flagging demand new', 'JJR RB VBN', 'NNS JJ NN JJ', 'money paid for the use of money'
'raising inflation hold activity', 'rates', 'VBG NN VB NN', 'NNS', 'money paid for the use of money'
'nudging began fed bit', 'rates mrX seiders said', 'VBG VBD NP NN', 'NNS NP NP VBD', 'money paid for the use of money'
'minority taxes profit', 'profit attributable shareholders rose', 'NN NNS NN', 'NN JJ NNS VBD', 'a share in a company or business'
'pay bonds stock money', 'rates', 'VB NNS NN NN', 'NNS', 'money paid for the use of money'
'dearth Xs far', 'helping hanwa raise money', 'NN VBZ RB', 'VBG NP VB NN', 'readiness to give attention'
'Xs calmat', 'include concrete asphalt land', 'POS NP', 'VBP NN NN NN', 'a share in a company or business'
'% 67X7 sell yesterday', 'harriet oil field northwestern', 'NN AB VB NN', 'NP NN NN JJ', 'a share in a company or business'
'brewing corpX bond issued', '', 'NN NP NP VBN', '', 'a share in a company or business'
'best X customers rather', 'making trades customers X', 'JJS POS NNS RB', 'VBG NNS NNS POS', 'advantage, advancement or favor'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'focused narrowly around organized', 'find advantage lobbying government', 'VBN RB IN VBN', 'VBP NN VBG NN', 'activity, etc. that one gives attention to'
'serve programs government lobbying', '', 'VBP NNS NN VBG', '', 'activity, etc. that one gives attention to'
'billion 1X6 $ make', 'payment due banks monday', 'AB AB NN VB', 'NN JJ NNS NP', 'money paid for the use of money'
'make ability Xs brazil', 'payments', 'VB NN POS NP', 'NNS', 'money paid for the use of money'
'make choose may still', 'payment overdue banks', 'VB VB MD RB', 'NN JJ NNS', 'money paid for the use of money'
'make levels reasonable reserves', 'payments banks', 'VB NNS JJ NNS', 'NNS NNS', 'money paid for the use of money'
'debt cuts delay disrupt', 'payments present strengthened debt', 'NN NNS VB VB', 'NNS JJ VBN NN', 'money paid for the use of money'
'equity diluted fully', 'mrX campeau chairman chief', 'NN VBN RB', 'NP NP NN NN', 'a share in a company or business'
'make loan million 250', 'payment due last friday', 'VB NN AB AB', 'NN JJ JJ NP', 'money paid for the use of money'
'higher thinking may favorably', 'rates banks started paying', 'JJR VBG MD RB', 'NNS NNS VBD VBG', 'money paid for the use of money'
'best without something sell', 'heart always going come', 'JJS IN NN VB', 'NN RB VBG VB', 'advantage, advancement or favor'
'dividends flow cash rebalance', 'new savings says michael', 'NNS NN NN VB', 'JJ NNS VBZ NP', 'money paid for the use of money'
'drives recession good offer', 'rates also provide higher', 'VBZ NN JJ VBP', 'NNS RB VBP JJR', 'money paid for the use of money'
'freeing Xs reserve federal', 'rates 1979 big spike', 'NN POS NP NP', 'NNS AB JJ NN', 'money paid for the use of money'
'million 4X6 $ 29', 'principal payment due augX', 'AB AB NN AB', 'JJ NN JJ NP', 'money paid for the use of money'
'pay failed also Xs', 'due septX 1 $', 'VB VBN RB VBZ', 'JJ NP AB NN', 'money paid for the use of money'
'days 30 default declared', 'payment missed', 'NNS AB NN VBN', 'NN VBN', 'money paid for the use of money'
'million 7 # including', 'income proceeds sale', 'AB AB NN VBG', 'NN NNS NN', 'money paid for the use of money'
'expressed mclennan AND marsh', 'cleveland consulting unit mcgraw-hill', 'VBN NP CC NP', 'NP NP NN NP', 'readiness to give attention'
'less attracting group hay', 'smaller companies size financial', 'JJR VBG NP NP', 'JJR NNS NN JJ', 'readiness to give attention'
'amount fair attracted firm', '', 'NN JJ VBN NN', '', 'readiness to give attention'
'current', 'serial bonds due 1991-2005', 'JJ', 'NN NNS JJ AB', 'money paid for the use of money'
'current bonds obligation special', 'bonds due 1990-1998 non-callable', 'JJ NNS NN JJ', 'NNS JJ AB JJ', 'money paid for the use of money'
'current', 'bonds priced yield 5X90', 'JJ', 'NNS VBN VB AB', 'money paid for the use of money'
'current 1989 series bonds', 'bonds due 1990-2000 2002', 'JJ AB NN NNS', 'NNS JJ AB AB', 'money paid for the use of money'
'businesses acquire applied gulf', 'oil gas properties liquidating', 'NNS VB NP NP', 'NN NN NNS VBG', 'a share in a company or business'
'buy agreed ltdX international', 'effective septX 1 according', 'VB VBD NP NP', 'JJ NP AB VBG', 'a share in a company or business'
'uXsX concern retail property', 'turned court-appointed provisional liquidator', 'NP NN JJ NN', 'VBD JJ JJ NN', 'a share in a company or business'
'cash lieu debt issue', 'payments first three years', 'NN NN NN VB', 'NNS JJ AB NNS', 'money paid for the use of money'
'outstanding debt junior unsecured', 'rates ranging 10 %', 'JJ NN JJ JJ', 'NNS VBG AB NN', 'money paid for the use of money'
'domestic market exchange foreign', 'rates remained unclear investors', 'JJ NN NN JJ', 'NNS VBD JJ NNS', 'money paid for the use of money'
'investor attracted sector said', 'strong earnings outlook due', 'NN VBD NN VBD', 'JJ NNS NN JJ', 'readiness to give attention'
'buying received railways estates', 'earnings prospects based existing', 'NN VBD NNS NNS', 'NNS NNS VBN VBG', 'readiness to give attention'
'german increase although tomorrow', 'rates nXt widely expected', 'JJ NN IN NN', 'NNS RB RB VBN', 'money paid for the use of money'
'renewed chances increasing data', 'rate reductions uXsX fed', 'VBN NNS VBG NNS', 'NN NNS NP NP', 'money paid for the use of money'
'lower', 'rates generally hurt domestic', 'JJR', 'NNS RB VBP JJ', 'money paid for the use of money'
'uXsX', 'rates decline lower inflation', 'NP', 'NNS NN JJR NN', 'money paid for the use of money'
'raise likely seen bundesbank', 'rates near future japan', 'VB JJ VBN NP', 'NNS JJ NN NP', 'money paid for the use of money'
'serve time also help', '', 'VBP NN RB VBP', '', 'advantage, advancement or favor'
'keen deal northwest reaction', 'aviation community congress concern', 'JJ NN NP NN', 'NN NN NP NN', 'quality of causing attention to be given to'
'public jeopardize industry airline', 'especially area safety said', 'JJ VB NN NN', 'RB NN NN VBD', 'advantage, advancement or favor'
'voting combined X companies', '20 % $ 400', 'NN VBN POS NNS', 'AB NN NN AB', 'a share in a company or business'
'average', 'rate fell third consecutive', 'JJ', 'NN VBD JJ JJ', 'money paid for the use of money'
'great studies watching', 'admiration says victor mckusick', 'JJ NNS VBG', 'NN VBZ NP NP', 'readiness to give attention'
'property resources media brewing', 'tatters', 'NN NNS NNS NN', 'NNS', 'a share in a company or business'
'keeping committed australia', 'rates high era', 'VBG VBD NP', 'NNS JJ NN', 'money paid for the use of money'
'domestic raised government burden', 'rates slow demand', 'JJ VBD NN NN', 'NNS JJ NN', 'money paid for the use of money'
'domestic', 'rates likely stay high', 'JJ', 'NNS JJ VB JJ', 'money paid for the use of money'
'reduce used ltdX resources', 'bill', 'VB VBN NP NP', 'NN', 'money paid for the use of money'
'high says banker one', 'rates changed lot', 'JJ VBZ NN AB', 'NNS VBD NN', 'money paid for the use of money'
'success continued Xs mae', 'broadening distribution stock', 'NN JJ POS NP', 'VBG NN NN', 'readiness to give attention'
'pursue resigned 1986 since', '', 'VB VBN AB IN', '', 'activity, etc. that one gives attention to'
'Xs bentsen senX stems', 'encouraging long-range thinking american', 'POS NP NP VBZ', 'VBG JJ NN JJ', 'readiness to give attention'
'short-term', 'rates rose slightly', 'JJ', 'NNS VBD RB', 'money paid for the use of money'
'boost japan bank believe', 'rates defend yen well', 'VB NP NP VBP', 'NNS VB NNS RB', 'money paid for the use of money'
'open observed gross mrX', 'number contracts remaining nullified', 'JJ VBD NP NP', 'NN NNS VBG VBN', 'a share in a company or business'
'lower nXt reserve federal', 'rates anytime soon', 'VB RB NP NP', 'NNS RB RB', 'money paid for the use of money'
'deflects admirers even confuses', 'major institutional investors one', 'VBZ NNS RB VBZ', 'JJ JJ NNS AB', 'readiness to give attention'
'property retail substantial owns', 'uXs', 'NN NN JJ VBZ', 'NP', 'a share in a company or business'
'% 51X7 owns mrX', 'century city group holding', 'NN AB VBZ NP', 'NP NP NN VBG', 'a share in a company or business'
'effective', 'richfield filtering several affiliate', 'JJ', 'NP VBG JJ NN', 'a share in a company or business'
