% File: interest_3-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'company lucky-goldstar company', 'electronics chemistry energy', 'NN NP NN', 'NN NN NN', 'a share in a company or business'
'project later sold', 'olympia AND york', 'NN RB VBD', 'NP CC NP', 'a share in a company or business'
'also caused divergent', 'rates', 'RB VBN JJ', 'NNS', 'money paid for the use of money'
'initial point equality', 'rate british bonds', 'JJ NN NN', 'NN JJ NNS', 'money paid for the use of money'
'growth lower nominal', 'rates dollar fall', 'NN JJR JJ', 'NNS NN VB', 'money paid for the use of money'
'denied speculation possible', 'jaguar', 'VBD NN JJ', 'NP', 'readiness to give attention'
'executives acquired controlling', 'quantum 1986', 'NNS VBD VBG', 'NP AB', 'a share in a company or business'
'york-based american home', 'prescription over-the-counter drugs', 'JJ NP NP', 'NN JJ NNS', 'a share in a company or business'
'avoid appearance conflict', 'favoritism', 'VB NN NN', 'NN', 'advantage, advancement or favor'
'contain news general', 'home', 'VB NN JJ', 'NN', 'quality of causing attention to be given to'
'reined inflation sending', 'rates soaring kibbutzim', 'VBD NN VBG', 'NNS VBG NNS', 'money paid for the use of money'
'renegotiate loans lower', 'rates', 'VB NNS JJR', 'NNS', 'money paid for the use of money'
'Xs acquisition minority', 'store progress robert', 'POS NN NN', 'NN NN NP', 'a share in a company or business'
'also wanted cap', 'deductions lbo borrowing', 'RB VBD VB', 'NNS NP NN', 'money paid for the use of money'
'losses high lbo', 'costs', 'NNS JJ NP', 'NNS', 'money paid for the use of money'
'% principal plus', '', 'NN NN CC', '', 'money paid for the use of money'
'sale equity', 'result significant charge', 'NP NN', 'VB JJ NN', 'a share in a company or business'
'west germany boost', 'rates today', 'NP NP VB', 'NNS NN', 'money paid for the use of money'
'inflationary threats justify', 'rate increase', 'JJ NNS VBP', 'NN NN', 'money paid for the use of money'
'people instead peculiar', '', 'NNS RB JJ', '', 'advantage, advancement or favor'
'bridge loans pay', 'rates much four', 'NN NNS VBP', 'NNS JJ AB', 'money paid for the use of money'
'company Xs earnings', 'taxes 11 times', 'NN POS NNS', 'NNS AB NNS', 'money paid for the use of money'
'company difficulty making', 'payments unless rapid', 'NN NN VBG', 'NNS IN JJ', 'money paid for the use of money'
'company Xs earnings', 'taxes', 'NN POS NNS', 'NNS', 'money paid for the use of money'
'', 'rates often escalate', '', 'NNS RB VBP', 'money paid for the use of money'
'recently agreed sell', 'paramount communications incX', 'RB VBD VB', 'NP NPS NP', 'a share in a company or business'
'company considering selling', 'continental airlines main', 'NN VBG VBG', 'NP NPS JJ', 'a share in a company or business'
'southwest airlines expressed', 'buying share sabre', 'NP NPS VBD', 'VBG NN NP', 'readiness to give attention'
'attacks americans american', 'scare uXsX away', 'NNS NPS JJ', 'VB NP RB', 'a share in a company or business'
'way protect uXsX', 'countries bolivia peru', 'NN VB NP', 'NNS NP NP', 'a share in a company or business'
'continue rake enormous', 'payments', 'VBP VB JJ', 'NNS', 'money paid for the use of money'
'price changes plus', 'payments merrill lynch', 'NN NNS CC', 'NNS NP NP', 'money paid for the use of money'
'par plus accrued', 'occur within 12', 'NN CC VBN', 'VB IN AB', 'money paid for the use of money'
'direction currencies domestic', 'rates discouraged buying', 'NN NNS JJ', 'NNS VBD NN', 'money paid for the use of money'
'rates discouraged buying', 'traders said', 'NNS VBD NN', 'NNS VBD', 'readiness to give attention'
'growing expectations higher', 'rates traders said', 'VBG NNS JJR', 'NNS NNS VBD', 'money paid for the use of money'
'banks also attracted', 'speculation mergers acquisitions', 'NNS RB VBN', 'NN NNS NNS', 'readiness to give attention'
'absence active institutional', '', 'NN JJ JJ', '', 'readiness to give attention'
'auto maker Xs', 'uXkX concern nXt', 'NN NN POS', 'NP NN RB', 'readiness to give attention'
'inflamed concerns possibility', 'rate increase germany', 'VBD NNS NN', 'NN NN NP', 'money paid for the use of money'
'bank council raise', 'rates traders said', 'NN NN VB', 'NNS NNS VBD', 'money paid for the use of money'
'rumors massive japanese', '$ 140 million', 'NNS JJ JJ', 'NN AB AB', 'readiness to give attention'
'firms said major', 'coming individual japanese', 'NNS VBD JJ', 'VBG JJ JJ', 'readiness to give attention'
'mrX conlon said', 'spain fund widespread', 'NP NP VBD', 'NP NP JJ', 'readiness to give attention'
'catch recent dips', 'rates', 'VBP JJ NNS', 'NNS', 'money paid for the use of money'
'since pulled short-term', 'rates bit late', 'IN VBD JJ', 'NNS NN JJ', 'money paid for the use of money'
'lower uXsX', 'rates help restrain', 'JJR NP', 'NNS VB VB', 'money paid for the use of money'
'prevalent society sole', 'promotion travel social', 'JJ NN JJ', 'NN NN JJ', 'activity, etc. that one gives attention to'
'japan europe expressed', 'plan', 'NP NP VBN', 'NN', 'readiness to give attention'
'grow economically meet', 'payments debt', 'VB RB VB', 'NNS NN', 'money paid for the use of money'
'amount 6X25 %', 'rate', 'NN AB NN', 'NN', 'money paid for the use of money'
'32 million plus', 'dividends', 'AB AB CC', 'NNS', 'money paid for the use of money'
'ltdX mining industrial', 'uXkX north south', 'NP NN JJ', 'NP NP NP', 'a share in a company or business'
'warrant another easing', 'rates fed', 'VB DT NN', 'NNS NP', 'money paid for the use of money'
'short-term', 'rates also rose', 'JJ', 'NNS RB VBD', 'money paid for the use of money'
'sumita refused discuss', 'rates regularly scheduled', 'NP VBD VB', 'NNS RB VBN', 'money paid for the use of money'
'note plus accrued', 'octX 25', 'NN CC VBN', 'NP AB', 'money paid for the use of money'
'rockwell', 'aerospace electronics automotive', 'NP', 'NN NNS JJ', 'a share in a company or business'
'protect', 'plaza commerce comerica', 'VB', 'NP NP NP', 'a share in a company or business'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'acquired three special', 'magazines travel-holiday family', 'VBN AB JJ', 'NNS NP NP', 'activity, etc. that one gives attention to'
'health related special', 'magazines form american', 'NP VBN JJ', 'NNS VBP NP', 'activity, etc. that one gives attention to'
'firm pursue business', '', 'NN VB NN', '', 'activity, etc. that one gives attention to'
'bolster economy meet', 'payments', 'VB NN VB', 'NNS', 'money paid for the use of money'
'scott Xs', 'fast food photography', 'NP POS', 'JJ NN NN', 'a share in a company or business'
'series 1989 current', 'bonds due 1994-2001', 'NN AB JJ', 'NNS JJ AB', 'money paid for the use of money'
'', 'bonds treated preference', '', 'NNS VBN NN', 'money paid for the use of money'
'current', 'serial bonds reoffered', 'JJ', 'JJ NNS VBN', 'money paid for the use of money'
'14 % current', 'term bonds priced', 'AB NN JJ', 'NN NNS VBN', 'money paid for the use of money'
'bonds stopped paying', 'person adds 1989', 'NNS VBN VBG', 'NN VBZ AB', 'money paid for the use of money'
'profit taxes minority', 'advanced 22 %', 'NN NNS NN', 'VBD AB NN', 'a share in a company or business'
'faced sharply higher', 'rates flagging demand', 'VBN RB JJR', 'NNS JJ NN', 'money paid for the use of money'
'hold inflation raising', 'rates', 'VB NN VBG', 'NNS', 'money paid for the use of money'
'fed began nudging', 'rates mrX seiders', 'NP VBD VBG', 'NNS NP NP', 'money paid for the use of money'
'profit taxes minority', 'profit attributable shareholders', 'NN NNS NN', 'NN JJ NNS', 'a share in a company or business'
'stock bonds pay', 'rates', 'NN NNS VB', 'NNS', 'money paid for the use of money'
'far Xs dearth', 'helping hanwa raise', 'RB VBZ NN', 'VBG NP VB', 'readiness to give attention'
'calmat Xs', 'include concrete asphalt', 'NP POS', 'VBP NN NN', 'a share in a company or business'
'sell 67X7 %', 'harriet oil field', 'VB AB NN', 'NP NN NN', 'a share in a company or business'
'bond corpX brewing', '', 'NP NP NN', '', 'a share in a company or business'
'customers X best', 'making trades customers', 'NNS POS JJS', 'VBG NNS NNS', 'advantage, advancement or favor'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'around narrowly focused', 'find advantage lobbying', 'IN RB VBN', 'VBP NN VBG', 'activity, etc. that one gives attention to'
'government programs serve', '', 'NN NNS VBP', '', 'activity, etc. that one gives attention to'
'$ 1X6 billion', 'payment due banks', 'NN AB AB', 'NN JJ NNS', 'money paid for the use of money'
'Xs ability make', 'payments', 'POS NN VB', 'NNS', 'money paid for the use of money'
'may choose make', 'payment overdue banks', 'MD VB VB', 'NN JJ NNS', 'money paid for the use of money'
'reasonable levels make', 'payments banks', 'JJ NNS VB', 'NNS NNS', 'money paid for the use of money'
'delay cuts debt', 'payments present strengthened', 'VB NNS NN', 'NNS JJ VBN', 'money paid for the use of money'
'fully diluted equity', 'mrX campeau chairman', 'RB VBN NN', 'NP NP NN', 'a share in a company or business'
'million loan make', 'payment due last', 'AB NN VB', 'NN JJ JJ', 'money paid for the use of money'
'may thinking higher', 'rates banks started', 'MD VBG JJR', 'NNS NNS VBD', 'money paid for the use of money'
'something without best', 'heart always going', 'NN IN JJS', 'NN RB VBG', 'advantage, advancement or favor'
'cash flow dividends', 'new savings says', 'NN NN NNS', 'JJ NNS VBZ', 'money paid for the use of money'
'good recession drives', 'rates also provide', 'JJ NN VBZ', 'NNS RB VBP', 'money paid for the use of money'
'reserve Xs freeing', 'rates 1979 big', 'NP POS NN', 'NNS AB JJ', 'money paid for the use of money'
'$ 4X6 million', 'principal payment due', 'NN AB AB', 'JJ NN JJ', 'money paid for the use of money'
'also failed pay', 'due septX 1', 'RB VBN VB', 'JJ NP AB', 'money paid for the use of money'
'default 30 days', 'payment missed', 'NN AB NNS', 'NN VBN', 'money paid for the use of money'
'# 7 million', 'income proceeds sale', 'NN AB AB', 'NN NNS NN', 'money paid for the use of money'
'AND mclennan expressed', 'cleveland consulting unit', 'CC NP VBN', 'NP NP NN', 'readiness to give attention'
'group attracting less', 'smaller companies size', 'NP VBG JJR', 'JJR NNS NN', 'readiness to give attention'
'attracted fair amount', '', 'VBN JJ NN', '', 'readiness to give attention'
'current', 'serial bonds due', 'JJ', 'NN NNS JJ', 'money paid for the use of money'
'obligation bonds current', 'bonds due 1990-1998', 'NN NNS JJ', 'NNS JJ AB', 'money paid for the use of money'
'current', 'bonds priced yield', 'JJ', 'NNS VBN VB', 'money paid for the use of money'
'series 1989 current', 'bonds due 1990-2000', 'NN AB JJ', 'NNS JJ AB', 'money paid for the use of money'
'applied acquire businesses', 'oil gas properties', 'NP VB NNS', 'NN NN NNS', 'a share in a company or business'
'ltdX agreed buy', 'effective septX 1', 'NP VBD VB', 'JJ NP AB', 'a share in a company or business'
'retail concern uXsX', 'turned court-appointed provisional', 'JJ NN NP', 'VBD JJ JJ', 'a share in a company or business'
'debt lieu cash', 'payments first three', 'NN NN NN', 'NNS JJ AB', 'money paid for the use of money'
'junior debt outstanding', 'rates ranging 10', 'JJ NN JJ', 'NNS VBG AB', 'money paid for the use of money'
'exchange market domestic', 'rates remained unclear', 'NN NN JJ', 'NNS VBD JJ', 'money paid for the use of money'
'sector attracted investor', 'strong earnings outlook', 'NN VBD NN', 'JJ NNS NN', 'readiness to give attention'
'railways received buying', 'earnings prospects based', 'NNS VBD NN', 'NNS NNS VBN', 'readiness to give attention'
'although increase german', 'rates nXt widely', 'IN NN JJ', 'NNS RB RB', 'money paid for the use of money'
'increasing chances renewed', 'rate reductions uXsX', 'VBG NNS VBN', 'NN NNS NP', 'money paid for the use of money'
'lower', 'rates generally hurt', 'JJR', 'NNS RB VBP', 'money paid for the use of money'
'uXsX', 'rates decline lower', 'NP', 'NNS NN JJR', 'money paid for the use of money'
'seen likely raise', 'rates near future', 'VBN JJ VB', 'NNS JJ NN', 'money paid for the use of money'
'also time serve', '', 'RB NN VBP', '', 'advantage, advancement or favor'
'northwest deal keen', 'aviation community congress', 'NP NN JJ', 'NN NN NP', 'quality of causing attention to be given to'
'industry jeopardize public', 'especially area safety', 'NN VB JJ', 'RB NN NN', 'advantage, advancement or favor'
'X combined voting', '20 % $', 'POS VBN NN', 'AB NN NN', 'a share in a company or business'
'average', 'rate fell third', 'JJ', 'NN VBD JJ', 'money paid for the use of money'
'watching studies great', 'admiration says victor', 'VBG NNS JJ', 'NN VBZ NP', 'readiness to give attention'
'media resources property', 'tatters', 'NNS NNS NN', 'NNS', 'a share in a company or business'
'australia committed keeping', 'rates high era', 'NP VBD VBG', 'NNS JJ NN', 'money paid for the use of money'
'government raised domestic', 'rates slow demand', 'NN VBD JJ', 'NNS JJ NN', 'money paid for the use of money'
'domestic', 'rates likely stay', 'JJ', 'NNS JJ VB', 'money paid for the use of money'
'ltdX used reduce', 'bill', 'NP VBN VB', 'NN', 'money paid for the use of money'
'banker says high', 'rates changed lot', 'NN VBZ JJ', 'NNS VBD NN', 'money paid for the use of money'
'Xs continued success', 'broadening distribution stock', 'POS JJ NN', 'VBG NN NN', 'readiness to give attention'
'1986 resigned pursue', '', 'AB VBN VB', '', 'activity, etc. that one gives attention to'
'senX bentsen Xs', 'encouraging long-range thinking', 'NP NP POS', 'VBG JJ NN', 'readiness to give attention'
'short-term', 'rates rose slightly', 'JJ', 'NNS VBD RB', 'money paid for the use of money'
'bank japan boost', 'rates defend yen', 'NP NP VB', 'NNS VB NNS', 'money paid for the use of money'
'gross observed open', 'number contracts remaining', 'NP VBD JJ', 'NN NNS VBG', 'a share in a company or business'
'reserve nXt lower', 'rates anytime soon', 'NP RB VB', 'NNS RB RB', 'money paid for the use of money'
'even admirers deflects', 'major institutional investors', 'RB NNS VBZ', 'JJ JJ NNS', 'readiness to give attention'
'substantial retail property', 'uXs', 'JJ NN NN', 'NP', 'a share in a company or business'
'owns 51X7 %', 'century city group', 'VBZ AB NN', 'NP NP NN', 'a share in a company or business'
'effective', 'richfield filtering several', 'JJ', 'NP VBG JJ', 'a share in a company or business'
'corpX sold book-publishing', 'including harper AND', 'NP VBD NN', 'VBG NP CC', 'a share in a company or business'
'annualized', 'rates certain investments', 'JJ', 'NNS JJ NNS', 'money paid for the use of money'
'left company pursue', '', 'VBD NN VB', '', 'activity, etc. that one gives attention to'
'debt service principal', 'obligations falling due', 'NN NN NN', 'NNS VBG RB', 'money paid for the use of money'
'acquire outstanding minority', 'two principal operating', 'VB JJ NN', 'AB JJ VBG', 'a share in a company or business'
'corporation Xs long-range', '', 'NN POS JJ', '', 'advantage, advancement or favor'
'narrow ownership less', 'liquidity', 'JJ NN JJR', 'NN', 'readiness to give attention'
'block grant reduce', 'charges business owners', 'NN NN VB', 'NNS NN NNS', 'money paid for the use of money'
'view bad western', 'mrX bush said', 'VB JJ JJ', 'NP NP VBD', 'advantage, advancement or favor'
'', 'pars nXt valuable', '', 'NP RB JJ', 'a share in a company or business'
'went public new-found', 'capital closeted room', 'VBD JJ JJ', 'NN VBD NN', 'readiness to give attention'
'Xs article great', '', 'POS NN JJ', '', 'readiness to give attention'
